s154a,Saidapet,200
s154a,Concorde,300
s154a,Guindy R.S,400
s154a,Butt Road,500
s154a,Ramapuram,600
s154a,Mogalivakkam,700
s154a,Porur,800
s154a,Ayyappan Thangal,900
s154a,Kumunanchavadi,1000
s154a,Poonamallee,1100
s154a,Varadaraja Puram,1200
s154a,Thirumalisai,1300
s154a,Vellavedu,1400
s154a,Andersonpet,1500
s154a,Puthuchathiram,1600
s154a,Periya Kottamedu,1700
s154a,Kosapalayam,1800
s154a,Thirunindravoor,1900
s154a,Thirunindravoor Rly.Stn.,2000
s19g,Broadway,100
s19g,Central,200
s19g,Periyar Bridge,300
s19g,T.V.S,400
s19g,D.M.S,500
s19g,S.H.B,600
s19g,Saidapet,700
s19g,Concorde,800
s19g,Eng.College,900
s19g,Adayar B.S.,1000
s19g,Adayar Depot,1100
s19g,Thiruvanmiyur,1200
s19g,Kottivakkam,1300
s19g,Palavakkam,1400
s19g,Neelankarai,1500
s19g,Vettuvankanni,1600
s19g,Chola Mandal,1700
s19g,Injambakkam,1800
s19g,Panaiyur,1900
s19g,Uthandi Village,2000
s19g,Kanathur,2100
s19g,Nature Care Hospital,2200
s19g,Muttukkadu,2300
s19g,Muttukkadu Boat Yard,2400
s19g,Kovalam,2500
23m,Thiruvanmiyur,100
23m,Adayar Depot,200
23m,Adayar B.S.,300
23m,Eng.College,400
23m,Concorde,500
23m,Saidapet,600
23m,Bharathi Nagar,800
23m,Trustpuram,900
23m,Vadapalani Jn.,1000
23m,M.M.D.A.Colony Rd.Jn.,1100
23m,C.M.B.T.,1200
70,Lucas Tvs,700
70,Thirumangalam,800
g54,Saidapet,200
g54,Concorde,300
g54,Guindy Tvk Estate,400
g54,Butt Road,500
g54,Ramapuram,600
g54,Mogalivakkam,700
g54,Porur,800
g54,Ayyappan Thangal,900
g54,Kumunanchavadi,1000
g54,Poonamallee,1100
g54,Varadaraja Puram,1200
g54,Thirumalisai,1300
g54,Vellavedu,1400
s19b,Saidapet,100
s19b,Concorde,200
s19b,Eng.College,300
s19b,Women'S Polytechnic,400
s19b,Lattice Bridge,500
s19b,Kandanchavadi,600
s19b,Thorappakkam Tea Shop,700
s19b,Mootakaran Chavadi,800
s19b,Karapakkam,900
s19b,Sozhinganallur P.U.Office,1000
s19b,Kumaran Nagar,1100
s19b,Semmanchery,1200
s19b,Navalur,1300
a51,Central,200
a51,Periyar Bridge,300
a51,T.V.S,400
a51,D.M.S,500
a51,S.H.B,600
a51,Saidapet,700
a51,Concorde,800
a51,Gurunanak College,1000
a51,Vijaya Nagar,1100
a51,Madipakkam Rd. Jn.,1200
a51,Narayanapuram,1300
a51,Medavakkam Colony,1400
a51,Jn.Of.Vly-Tbm Rd&Mvkm-K.K;,1500
a51,S.I.V.E.T,1600
a51,Mahalakshmi Nagar,1700
a51,Convent,1800
a51,Tambaram East,1900
70,Koyambedu School,900
70,Jn Of Iii And 1St Ave,1100
70,Jaffarkhan Pet,1200
70,Cipet,1300
70,Menamabakkam Old Airport,1500
70,Thirusoolam National Airp,1600
70,Pallavaram,1700
70,Chrompet,1800
70,T.B.Sanatorium,1900
70,Tambaram,2000
g54,T.Nagar,100
23m,T.Nagar,700
s19b,Church,1400
s19b,Palavasthic Chemicals,1500
s19b,Hindustal Egg. College,1600
s19b,Kelambakkam,1700
s558b,Moolakadai,100
s558b,Cycle Shop,300
s558b,Kavangarai,400
s558b,Aayurveda Ashramam,500
s558b,Red Hills,600
s558b,Padiyanallur,700
s558b,Semilivaram,800
s558b,Sholavaram,900
s558b,Karanodai,1000
s558b,Periyapalayam Rd Jn.,1100
s558b,Panjetti,1200
s558b,Thatchur Koot Road,1300
s558b,Andakuppam,1400
s558b,Madhavaram,1500
s558b,Krishnapuram,1600
s558b,Ponneri,1700
s558b,Chinnakuvanam,1800
s558b,Uppalayam,1900
s558b,Kavalpathy,2000
s558b,Medhur,2100
s558b,Kanchivoyal,2200
s558b,Thirupalaivanam,2300
s558b,Kattur Cross Road,2400
s558b,Perliyambakkam,2500
s558b,Pollachiammankulam,2600
s558b,Pulicut Panchayat Limit,2700
s558b,Pazhaverkadu,2800
g18,Chrompet,900
m121bh,Minjur New Terminus,100
m121bh,Minjur B.D.O,200
m121bh,Pattamandiri,300
m121bh,Kondakkarai,400
m121bh,Napalayam,500
m121bh,Echankuzhi,600
m121bh,Andakuppam,700
m121bh,"Jn.,Of Ponneri Rd,&Eranoo;",800
m121bh,Manali Rd Jn.,900
m121bh,Manalai Seekadu,1000
m121bh,Madhavaram Milk Colony,1100
m121bh,Madhavaram Post Box,1200
m121bh,Moolakadai,1300
m121bh,Madhavaram,1400
m121bh,Madhavaram Junction,1500
m121bh,Malligai Nagar Ave,1600
m121bh,Water Pipe Thanthankuppam,1700
m121bh,Weels India Rd.Jn.,1800
m121bh,Thirumangalam,1900
m121bh,Koyambedu School,2000
m121bh,Koyambedu P.S,2100
m121bh,Koymabedu Market,2200
53,Naduvankarai,600
s47,Villivakkam,100
s47,I.C.F,200
s47,Anna Nagar,300
s47,Hotel Arun,400
s47,Nungambakkam R.S,500
s47,Sterling Rd./Metrolog. De,600
s47,Vidyodaya,700
s47,Pondy Bazaar,800
s47,Saidapet,1000
s47,Concorde,1100
s47,Eng.College,1200
s47,Adayar B.S.,1300
s47,Adayar Depot,1400
s47,Besant Nagar,1500
s47,Thiruvanmiyur,1600
m51,T.Nagar,100
1a,T.N.C.F,800
s47,T.Nagar,900
1a,Mandaveli,1200
55d,Tambaram,100
55d,Irumbuliyur,200
55d,Perungulathur,300
55d,Sadanandapuram,400
55d,Alapakkam,500
55d,Nedugundram,600
55d,Kolapakkam,700
55d,Vengambakkam Rd Jn.,800
55d,Kandigai,900
55d,Malrosapuram,1000
55d,Keerapakkam,1100
55g,Tambaram,100
55g,Irumbuliyur,200
55g,Perungulathur,300
55g,Sadanandapuram,400
55g,Alapakkam,500
55g,Nedugundram,600
55g,Kolapakkam,700
55g,Vengambakkam Rd Jn.,800
55g,Vengambakkam Village,900
55a,Pallavaram,100
55a,Nagalkeni,200
55a,Thiruneermalai,300
55a,Vazhuthalambedu Rd. Jn,400
55a,Thirumudivakkam,500
55a,Pazhanthandalam,600
55c,Tambaram,100
55c,Irumbuliyur,200
55c,Perungulathur,300
55c,Vandaloor,400
55c,Crescent Residential H.S.,500
55c,Kolapakkam Colony,600
55c,Kolapakkam Rice Mill,700
55c,Vengambakkam Rd Jn.,800
55c,Kandigai,900
55c,Melkottiyur,1000
55c,Venkatamangam,1100
m55,Tambaram,100
m55,Tambaram Town Limit,200
m55,Perungalathur (Old),300
m55,Mudichur Village,400
m55,Manivakkam,500
m55,Vandaloor R.G/Manivakkam,600
m57,Broadway,100
m57,Parrys,200
m57,Clive Battery,300
m57,V. Nagar,400
m57,Vyasarpadi,500
m57,Sarma Nagar,600
m57,Moolakadai,700
m57,Madhavaram,800
m57,Cycle Shop,900
m57,Pozhal,1000
m57,Kavangarai,1100
m57,Aayurveda Ashramam,1200
m57,Red Hills,1300
m56,Broadway,100
m56,Parrys,200
m56,Clive Battery,300
m56,V. Nagar,400
m56,Theagaraya College,500
m56,Tondaiayrpet,600
m56,Thangal,700
m56,Thiruvotriyur Temple,800
m56,Thiruvetriyur B.S,900
m56,Ernavoor Gate,1000
m56,Sathiyamoorthy Nagar,1100
m56,Kargil Nagar,1200
m51,Saidapet,200
m51,Concorde,300
m51,Jn.Of Race Course Rd,400
m51,Gurunanak College,500
m51,Vijaya Nagar,600
m51,Madipakkam Rd. Jn.,700
m51,Narayanapuram,800
m51,Medavakkam Colony,900
m51,Pallavan Nagar,1000
m51,Perumbakkam Limit,1100
m51,Sozhinganallur P.U.Office,1200
m51,Prithiyangara Devi Temple,1300
54t,High Court,100
54t,Central,200
54t,Periyar Bridge,300
1a,Anna Nagar,400
1a,Royapuram P.S,500
1a,Clive Battery,600
1a,Parrys,700
1a,Wesley H.S,1000
1a,Y.M.I.A,1100
1a,A.M.S.Hospital,1300
1a,Adayar O.T.,1400
1a,Adayar Depot,1500
1a,Thiruvanmiyur,1600
23c,Besant Nagar,100
23c,Adayar Depot,200
23c,Adayar B.S.,300
23c,Eng.College,400
23c,Saidapet,600
23c,S.H.B,700
23c,D.M.S,800
23c,T.V.S,900
23c,Anna Road P.O./Dams Road,1000
23c,Egmore,1100
23c,Dharmaprakash/Petrol Bunk,1200
23c,Kelleys,1300
23c,Ayanavaram B.S,1400
1a,Thiruvotriyur Temple,200
54t,T.V.S,400
54t,D.M.S,500
54t,S.H.B,600
54t,Saidapet,700
54t,Concorde,800
54t,Guindy R.S,900
54t,Butt Road,1000
54t,Ramapuram,1100
54t,Mogalivakkam / Mari Ammn,1200
54t,Porur,1300
54t,Ayyappan Thangal,1400
54t,Kumunanchavadi,1500
54t,Poonamallee,1600
54t,Varadaraja Puram,1700
54t,Chembarambakkam,1800
m52,Chrompet,100
m52,Pallavaram,200
m52,Pammal,300
m52,Pozhichalur,400
37c,Vadapalani B.S,100
37c,Trustpuram,200
37c,Veterinary Hospital,300
37c,Sterling Road,400
37c,Maternity Hospital,500
37c,Dharmaprakash/Petrol Bunk,600
37c,Kelleys,700
37c,Sayani/Aynavaram,800
37c,Kamabar Arangam,900
37c,Villivakkam,1000
37e,Kaviarasu Kannadasan Naga,100
37e,Sidco,200
37e,Sarma Nagar,300
37e,Vyasarpadi,400
37e,P1.Police Station,500
37e,Doveton,600
37e,Egmore,700
37e,Maternity Hospital,800
37e,D.P.I,900
37e,Uthamar Gandhisalai (Corp,1000
37e,Veterinary Hospital,1100
37e,Trustpuram,1200
37e,Vadapalani B.S,1300
37e,Virugambakkam,1400
37e,Valasaravakkam,1500
37e,Porur,1600
37e,Ayyappan Thangal,1700
53,Arumbakkam,700
s70d,Ambathur Estate,100
s70d,Mogaipair Road Jn.,200
s70d,Thirumangalam,300
s70d,Koyambedu School,400
s70d,M.M.D.A.Colony,500
s70d,Jn Of Iii And 1St Ave,600
s70d,Jaffarkhan Pet,700
s70d,Cipet,800
s70d,Guindy Tvk Estate,900
s70d,Jn.Of Race Course Rd,1000
s70d,Gurunanak College,1100
s70d,Velachery,1200
s70d,A.V.Construction,1300
s70d,Ponniamman Koil Rd. Jn.,1400
s70d,Madipakkam B.S,1500
54b,Saidapet,100
54b,Concorde,200
54b,Guindy R.S,300
54b,Butt Road,400
54b,Ramapuram,500
54b,Manapakkam P.U.O,600
54b,Manapakkam Village,700
54b,Kolapakkam,800
54b,Murugan Koil / Girugambak,900
54b,Periyapanicheri,1000
54b,Moulivakkam,1100
54b,Porur,1200
580,Avadi,100
580,Kavaraipalayam,200
580,Pattabiram,300
580,Nemilicheri,400
580,Thirunindravoor,500
580,N.S.K Nagar,600
580,Pakkam,700
580,Kesava Cross Road,800
580,Kasanoor,900
580,Tamaraipakkam,1000
580,Pogalmedu,1100
580,Vengal,1200
580,Ernakuppma,1300
580,Vadamadurai,1400
580,Vadamadurai Kandigai,1500
580,Periyapalayam Rd Jn.,1600
580,Anjathamman Koil,1700
580,Kosavampettai,1800
580,Arani,1900
54k,High Court,100
54k,Central,200
54k,Periyar Bridge,300
54k,T.V.S,400
54k,D.M.S,500
54k,S.H.B,600
54k,Saidapet,700
54k,Concorde,800
54k,Guindy R.S,900
54k,Butt Road,1000
54k,Ramapuram,1100
54k,Mogalivakkam / Mari Ammn,1200
54k,Porur,1300
54k,Ayyappan Thangal,1400
54k,Kumunanchavadi,1500
54k,Poonamallee,1600
54k,Varadaraja Puram,1700
54k,Thirumalisai,1800
54k,Vellavedu,1900
54k,Andersonpet,2000
54k,Nemam,2100
138,Ennore,100
138,Ashok Leyland,200
138,Ernavoor Gate,300
138,Thiruvetriyur B.S,400
138,Thruvotriyur Temple,500
138,Thangal,600
138,Tondaiayrpet,700
138,Theagaraya College,800
138,V. Nagar,900
138,Vyasarpadi,1000
138,Mahakavi Bharathi Nagar,1100
138,Sidco,1200
138,Mosque,1300
138,Muthamil Nagar,1400
54f,A.M.S.Hospital,200
54f,Adayar B.S.,300
27bcu,M.M.D.A.Colony,100
27bcu,Jn. Of R.Garden & Pevr H.,200
27bcu,Aminijikarai,300
27bcu,Taylors Road,400
27bcu,T.B.Institute,500
27bcu,Egmore,600
27bcu,Periyar Bridge,700
27bcu,Triplicane,800
27bcu,Anna Square,900
sg70,Vadapalani B.S,100
sg70,Jn.Of P.T.R Rd/Kamaraj Rd,200
sg70,Jaffarkhan Pet,300
sg70,Cipet,400
sg70,Guindy Tvk Estate,500
sg70,St Thomas Mount Po,600
sg70,Menamabakkam Old Airport,700
sg70,Thirusoolam National Airp,800
sg70,Pallavaram,900
sg70,Chrompet,1000
sg70,T.B.Sanatorium,1100
sg70,Tambaram,1200
sg70,Irumbuliyur,1300
sg70,Perungulathur,1400
sg70,Vandaloor,1500
37d,Corporation School/Office,700
54l,High Court,100
54l,Central,200
54l,Periyar Bridge,300
54l,T.V.S,400
54l,D.M.S,500
54l,S.H.B,600
54l,Concorde,800
54l,Guindy R.S,900
54l,Butt Road,1000
54l,Ramapuram,1100
54l,Mogalivakkam,1200
54l,Porur,1300
54l,Ayyappan Thangal,1400
54l,Kumunanchavadi,1500
54l,Poonamallee,1600
54l,Varadaraja Puram,1700
54l,Vellavedu,1900
54f,Eng.College,400
54f,Concorde,500
54f,Guindy R.S,600
54f,Butt Road,700
54f,Ramapuram,800
54f,Mogalivakkam / Mari Ammn,900
54f,Porur,1000
54f,Ayyappan Thangal,1100
54f,Kumunanchavadi,1200
sg70,Vandaloor Zoo,1600
sg70,Oorapakkam School,1700
sg70,Palakka Company,1800
sg70,Guduvanchery,1900
21,High Court,100
21,Central,200
21,P.Or & Sons,300
21,Wesley H.S,400
21,Y.M.I.A,500
21,Mandaveli,600
22,Ayanavaram B.S,100
22,Villivakkam,200
22,Kamabar Arangam,300
22,Sayani/Aynavaram,400
22,Kelleys,500
22,Dharmaprakash/Petrol Bunk,600
22,Egmore,700
22,Anna Poorna Hotel/Dams Rd,800
22,Triplicane,900
22,Anna Square,1000
28,Thiruvetriyur B.S,100
28,Thiruvotriyur Temple,200
28,Thangal,300
28,Thirunindravoor,400
28,Theagaraya College,500
28,V. Nagar,600
28,Regal,700
28,Central,800
28,Periyar Bridge,900
28,Egmore,1000
28,Egmore North R.S.,1100
c70,Red Hills,100
c70,Thirumangalam,900
558l,C.M.B.T.,100
558l,Koyambedu School,200
558l,Thirumangalam,300
558l,Weels India Rd.Jn.,400
558l,Water Pipe Thanthankuppam,500
558l,Malligai Nagar Ave,600
558l,Madhavaram Junction,700
558l,Cycle Shop,800
558l,Kavangarai,900
558l,Aayurveda Ashramam,1000
558l,Red Hills,1100
558l,Padiyanallur,1200
558l,Semilivaram,1300
558l,Sholavaram,1400
558l,Karanodai,1500
558l,Periyapalayam Rd Jn.,1600
558l,Azhinjivakkam Village,1700
558l,Chathiram,1800
558l,Eannam Agaram,1900
558l,Gangai Adi Kuppam,2000
558l,Mettupalayam,2100
558l,Pulikulam,2200
558l,Elavambedu,2300
558l,Nallur,2400
558l,Minjur,2500
s38c,T.V.K.Nagar,100
s38c,Veenus,200
s38c,Jamalaya,300
s38c,Dasamahan,400
s38c,Choolai P.O,500
s38c,Central,600
s38c,P.Or & Sons,700
s38c,V.House,800
s70a70,Avadi,100
s70a70,Polytechnic,200
s70a70,Thirumullaivoayl,300
s70a70,Ambathur OT,400
s70a70,Dunlop,500
s70a70,Ambathur Estate,600
s70a70,Lucas Tvs,700
s70a70,Thirumangalam,800
s70a70,Koyambedu School,900
s70a70,M.M.D.A.Colony,1000
s70a70,Jn Of Iii And 1St Ave,1100
s70a70,Jaffarkhan Pet,1200
s70a70,Cipet,1300
s70a70,St Thomas Mount,1400
s70a70,Menamabakkam Old Airport,1500
s70a70,Thirusoolam National Airp,1600
s70a70,Pallavaram,1700
s70a70,Chrompet,1800
s70a70,T.B.Sanatorium,1900
s70a70,Tambaram,2000
s70a70,Irumbuliyur,2100
s70a70,Perungulathur,2200
s70a70,Vandaloor Zoo,2400
a57,Broadway,100
a57,Parrys,200
a57,Clive Battery,300
a57,V. Nagar,400
a57,Vyasarpadi,500
a57,Sarma Nagar,600
a57,Moolakadai,700
a57,Madhavaram,800
a57,Cycle Shop,900
a57,Kavangarai,1000
a57,Aayurveda Ashramam,1100
a57,Red Hills,1200
a57,Padiyanallur,1300
558b,Moolakadai,100
558b,Cycle Shop,300
558b,Kavangarai,400
558b,Aayurveda Ashramam,500
558b,Red Hills,600
558b,Padiyanallur,700
558b,Semilivaram,800
558b,Sholavaram,900
558b,Karanodai,1000
558b,Periyapalayam Rd Jn.,1100
558b,Panjetti,1200
558b,Thatchur Koot Road,1300
558b,Andakuppam,1400
558b,Madhavaram,1500
558b,Krishnapuram,1600
558b,Ponneri,1700
558b,Chinnakuvanam,1800
558b,Uppalayam,1900
558b,Kavalpathy,2000
558b,Medhur,2100
558b,Kanchivoyal,2200
558b,Thirupalaivanam,2300
558b,Kattur Cross Road,2400
558b,Perliyambakkam,2500
558b,Pollachiammankulam,2600
558b,Pulicut Panchayat Limit,2700
558b,Pazhaverkadu,2800
sa51,High Court,100
sa51,Central,200
sa51,Periyar Bridge,300
sa51,T.V.S,400
sa51,D.M.S,500
sa51,S.H.B,600
sa51,Saidapet,700
sa51,Concorde,800
sa51,Guindy Race Cource Office,900
sa51,Gurunanak College,1000
sa51,Vijaya Nagar,1100
sa51,Madipakkam Rd. Jn.,1200
sa51,Narayanapuram,1300
sa51,Medavakkam Colony,1400
sa51,Jn.Of.Vly-Tbm Rd&Mvkm-K.K;,1500
sa51,S.I.V.E.T,1600
sa51,Mahalakshmi Nagar,1700
sa51,Convent,1800
sa51,Tambaram East,1900
m7hext,Broadway,100
m7hext,Central,200
b18,V. Nagar,200
b18,Clive Battery,300
b18,Parrys,400
b18,Central,500
b18,Periyar Bridge,600
b18,D.M.S,800
b18,S.H.B,900
b18,Saidapet,1000
b18,Concorde,1100
b18,Guindy R.S,1200
b18,St Thomas Mount Po,1300
b18,Menamabakkam Old Airport,1400
b18,Thirusoolam National Airp,1500
b18,Pallavaram,1600
b18,Chrompet,1700
b18,Tambaram,1900
b18,Irumbuliyur,2000
b18,Perungulathur,2100
b18,Vandaloor,2200
b18,Vandaloor Zoo,2300
m19,Guindy Tvk Estate,100
m19,Concorde,200
m19,Eng.College,300
m19,Adayar B.S.,400
m19,Adayar Depot,500
m19,Kottivakkam,700
m19,Palavakkam,800
m19,Neelankarai,900
m19,Vettuvankanni,1000
m19,Chola Mandal,1100
m19,Injambakkam,1200
m7hext,Doveton,300
m7hext,Kelleys,400
m7hext,Kilpauk Garden,500
m7hext,Anna Nagar Circle,600
m7hext,Thirumangalam,700
m7hext,Fire Station,800
m7hext,Mogapair East,900
m7hext,Mogapair West,1000
m7hext,Ambathur Estate,1100
101,Thruvotriyur Temple,200
w500,Saidapet,200
w500,Concorde,300
w500,St Thomas Mount Po,500
71h,Broadway,100
71h,Central,200
71h,Dasaprakash,300
71h,Taylors Road,400
71h,Kilpauk Garden,500
71h,Icf Annexe,600
71h,Nathamuni Talkies,700
71h,Lucas Tvs,800
71h,Ambathur Estate,900
71h,Dunlop,1000
71h,Ambathur OT,1100
71h,Thirumullaivoayl,1200
71h,Polytechnic,1300
71h,Avadi Circle,1400
71h,Vilinjambakkam Amman Koil,1500
71h,Kamaraj Nagar,1600
21l,Fore Shore Estate,500
21l,Velachery Vijaya Nagar,1200
w29c,Perambur R.S,100
w29c,Jamalaya,200
w29c,Shivashanmugapuram,300
w29c,Lady Mctm School/Millers,400
w29c,K.M.C,500
w29c,Sterling Rd/Meteorology D,600
w29c,U.S.I.S.,700
w29c,Y.M.I.A,800
w29c,Mandaveli,900
w29c,A.M.S.Hospital,1000
w29c,Adayar O.T.,1100
w29c,Adayar Depot,1200
w29c,Thiruvanmiyur,1300
71d,Broadway,100
71d,Central,200
71d,Dasaprakash,300
71d,Taylors Road,400
71d,Kilpauk Garden,500
71d,Icf Annexe,600
71d,Nathamuni Talkies,700
71d,Lucas Tvs,800
71d,Ambathur Estate,900
71d,Dunlop,1000
71d,Ambathur OT,1100
71d,Pudur,1200
101,Thangal,300
101,Anna Nagar,400
sa1,Central,100
sa1,P.Or & Sons,200
sa1,Wesley H.S,300
sa1,Y.M.I.A,400
sa1,Mandaveli,500
sa1,A.M.S.Hospital,600
sa1,Adayar O.T.,700
sa1,Adayar Depot,800
sa1,Thiruvanmiyur,900
wa51,High Court,100
wa51,Central,200
wa51,Periyar Bridge,300
wa51,T.V.S,400
wa51,D.M.S,500
wa51,S.H.B,600
wa51,Saidapet,700
wa51,Concorde,800
wa51,Guindy Race Cource Office,900
wa51,Gurunanak College,1000
wa51,Vijaya Nagar,1100
wa51,Madipakkam Rd. Jn.,1200
wa51,Narayanapuram,1300
wa51,Jn.Of.Vly-Tbm Rd&Mvkm-K.K;,1500
wa51,S.I.V.E.T,1600
wa51,Medavakkam Colony,1700
wa51,Convent,1800
wa51,Tambaram East,1900
21g,Y.M.I.A,500
21g,Devanathan St / Mandaveli,600
21g,Concorde,1000
21g,Tambaram,1800
12bet,Fore Shore Estate,100
12bet,Santhome P.O,200
12bet,Luz,300
12bet,F.C.I Old,400
12bet,Pondy Bazaar,500
12bet,Bharathi Nagar,600
12bet,Trustpuram,700
12bet,Vadapalani B.S,800
12bet,Virugambakkam,900
12bet,Chinmaya Nagar,1000
12bet,Koymabedu Market,1100
118a,High Court,100
118a,Central,200
118a,P.Or & Sons,300
118a,T.V.S,400
118a,D.M.S,500
118a,S.H.B,600
118a,Saidapet,700
118a,Concorde,800
118a,Guindy R.S,900
118a,St Thomas Mount Po,1000
118a,Menamabakkam Old Airport,1100
118a,Thirusoolam National Airp,1200
118a,Pallavaram,1300
118a,Chrompet,1400
118a,T.B.Sanatorium,1500
118a,Tambaram,1600
118a,Irumbuliyur,1700
118a,Perungulathur,1800
118a,Sadanandapuram,1900
71e,Central,200
71e,Dasaprakash,300
71e,Taylors Road,400
71e,Kilpauk Garden,500
71e,Icf Annexe,600
71e,Nathamuni Talkies,700
71e,Ambathur Estate,900
71e,Dunlop,1000
71e,Ambathur OT,1100
71e,Thirumullaivoayl,1200
71e,Polytechnic,1300
71e,Avadi Circle,1400
71e,Kavaraipalayam,1500
71e,Pattabiram,1600
71e,Nemilicheri,1700
71e,Thirunindravoor,1800
12b,Trustpuram,200
12b,Bharathi Nagar,300
12b,Pondy Bazaar,400
12b,F.C.I Old,500
12b,Luz,600
12b,Santhome P.O,700
12b,Fore Shore Estate,800
101,Royapuram P.S,500
101,Clive Battery,600
101,Central,800
101,Dasaprakash,900
101,Taylors Road,1000
101,Aminijikarai,1100
101,Naduvankarai,1200
101,Arumbakkam,1300
101,Nerkundram,1400
101,Maduravoyal,1500
101,Vaanagaram,1600
101,Velappanchavadi,1700
101,Poonamallee,1900
w500,Guindy R.S,400
101,Thiruvetriyur B.S,100
w500,Menamabakkam Old Airport,600
w500,Thirusoolam National Airp,700
w500,Pallavaram,800
w500,Chrompet,900
w500,T.B.Sanatorium,1000
w500,Tambaram,1100
w500,Irumbuliyur,1200
w500,Perungulathur,1300
w500,Vandaloor Zoo,1500
w500,Oorapakkam School,1600
w500,Palakka Company,1700
w500,Guduvanchery,1800
w500,Thailapuram,1900
w500,Maraimalai Nagar,2000
w500,Ford,2100
w500,Malrosapuram,2200
w500,S.P.Koil,2300
w500,Mahendra City(Chetty Punn,2400
w500,Chenglepet O.T.,2600
w500,Chenglepet N.T.,2700
w500,T.Nagar,100
118a,Alapakkam,2000
118a,Nerkundram,2100
118a,Kolapakkam,2200
118a,U.Mandaveli,2300
118a,Oonamancheri,2400
22a,Ambathur Estate,100
22a,Lucas Tvs,200
22a,Nathamuni Talkies,300
22a,Kamabar Arangam,400
22a,Sayani/Aynavaram,500
22a,Kelleys,600
22a,Dharmaprakash/Petrol Bunk,700
22a,Egmore,800
22a,Anna Poorna Hotel/Dams Rd,900
22a,Triplicane,1000
22a,Q.M.C,1100
22a,Fore Shore Estate,1200
22a,A.M.S.Hospital,1300
22a,Adayar O.T.,1400
22a,Adayar Depot,1500
22a,Thiruvanmiyur,1600
t51,Convent,200
t51,Mahalakshmi Nagar,300
m45,Saidapet,200
m45,Concorde,300
m45,Guindy Race Cource Office,400
m45,Gurunanak College,500
m45,Vijaya Nagar,600
m45,A.V.Construction,700
m45,Ponniamman Koil Rd. Jn.,800
m45,Madipakkam Rd. Jn.,900
m45,Kilkattalai,1000
12bex,Ayyappan Thangal,100
12bex,Porur,200
12bex,Valasaravakkam,300
12bex,Virugambakkam,400
12bex,Vadapalani B.S,500
12bex,Trustpuram,600
12bex,Bharathi Nagar,700
12bex,Pondy Bazaar,800
12bex,F.C.I Old,900
12bex,Luz,1000
12bex,Santhome P.O,1100
12bex,Fore Shore Estate,1200
523a,Thiruvanmiyur,100
523a,Lattice Bridge Rd. Jn.,200
523a,Kandanchavadi,300
523a,Thorappakkam Tea Shop,400
523a,Mootakaran Chavadi,500
523a,Karapakkam,600
523a,Sozhinganallur P.U.Office,700
523a,Kumaran Nagar,800
523a,Semmanchery,900
523a,Navalur,1000
523a,Church,1100
523a,Palavasthic Chemicals,1200
523a,Hindustal Egg. College,1300
523a,Kelambakkam,1400
523a,Chengammal Koot Road,1500
523a,Koman Nagar Rd Jn.,1600
523a,Kalavakkam Tea Stall,1700
523a,Thirupporur,1800
523a,Manamathi Jn.,1900
523a,Illalur Junction,2000
523a,Sunnambu Kalvoy,2100
523a,Chembakkam Junction,2200
523a,Chembakkam Village,2300
523a,Mylai Koot Road,2400
523a,Vengoor Junction,2500
523a,Karumbakkam,2600
t51,S.I.V.E.T,400
118p,Puzhithivakkam B.S,100
118p,Brindavan Colony,200
118p,Kakkan Bridge,300
118p,Secretariat Colony,400
118p,Guindy Race Cource Office,500
118p,Guindy R.S,600
118p,St Thomas Mount Po,700
118p,Menamabakkam Old Airport,800
118p,Thirusoolam National Airp,900
118p,Pallavaram,1000
118p,Chrompet,1100
118p,T.B.Sanatorium,1200
118p,Tambaram,1300
118p,Irumbuliyur,1400
118p,Perungulathur,1500
118p,Vandaloor,1600
118p,Vandaloor Zoo,1700
118p,Oorapakkam School,1800
118p,Palakka Company,1900
118p,Guduvanchery,2000
46g,M.K.B.Nagar East,100
46g,Vyasarpadi,200
46g,Perambur R.S,300
46g,Jamalaya,400
46g,Sayani/Aynavaram,500
46g,Kamabar Arangam,600
46g,Anna Nagar,700
46g,Naduvankarai,800
46g,Arumbakkam,900
46g,C.M.B.T.,1000
514ex,Enambakkam,100
514ex,Melmallikaipattu,200
514ex,New Nagar,300
514ex,Venkathakulam,400
514ex,Periyapalayam,500
514ex,Avadi Road Jn.,600
514ex,Jeyapuram,700
514ex,Dharmapuram Kandigai,800
514ex,Kannigaipeir,900
514ex,Manchankaranai,1000
514ex,Pandy Kavanoor Jn.,1100
514ex,Sakthi Vinayagar Koil,1200
514ex,Periyapalayam Rd Jn.,1300
514ex,Karanodai,1400
514ex,Sholavaram,1500
514ex,Semilivaram,1600
514ex,Padiyanallur,1700
514ex,Red Hills,1800
514ex,Aayurveda Ashramam,1900
514ex,Kavangarai,2000
514ex,Cycle Shop,2100
514ex,Madhavaram Junction,2200
514ex,Malligai Nagar Ave,2300
514ex,Water Pipe Thanthankuppam,2400
514ex,Weels India Rd.Jn.,2500
514ex,Thirumangalam,2600
514ex,Koyambedu School,2700
514ex,C.M.B.T.,2800
51h,Saidapet,100
51h,Concorde,200
51h,Jn.Of Race Course Rd,300
51h,Gurunanak College,400
51h,Velachery Vijaya Nagar,500
51h,Madipakkam Rd. Jn.,600
51h,Narayanapuram,700
51h,Medavakkam Colony,800
51h,Jn.Of.Vly-Tbm Rd&Mvkm-K.K;,900
51h,S.I.V.E.T,1000
