trip_id,start_time,end_time,headway_secs
159an-down,00:00:00,23:59:59,2640
m21k-up,00:00:00,23:59:59,2640
m21k-down,00:00:00,23:59:59,2640
m50-up,00:00:00,23:59:59,2640
m50-down,00:00:00,23:59:59,2640
21k-up,00:00:00,23:59:59,2640
21k-down,00:00:00,23:59:59,2640
23m-up,00:00:00,23:59:59,2640
23m-down,00:00:00,23:59:59,2640
50-up,00:00:00,23:59:59,2640
50-down,00:00:00,23:59:59,2640
11-up,00:00:00,23:59:59,2700
11-down,00:00:00,23:59:59,2700
11-up,00:00:00,23:59:59,2700
11-down,00:00:00,23:59:59,2700
15fcu-up,00:00:00,23:59:59,2700
15fcu-down,00:00:00,23:59:59,2700
18-up,00:00:00,23:59:59,2700
18-down,00:00:00,23:59:59,2700
s32b-up,00:00:00,23:59:59,2700
s32b-down,00:00:00,23:59:59,2700
s519-up,00:00:00,23:59:59,2700
s519-down,00:00:00,23:59:59,2700
s7f-up,00:00:00,23:59:59,2700
s7f-down,00:00:00,23:59:59,2700
514-up,00:00:00,23:59:59,2700
514-down,00:00:00,23:59:59,2700
7f-up,00:00:00,23:59:59,2700
7f-down,00:00:00,23:59:59,2700
52l-up,00:00:00,23:59:59,2820
52l-down,00:00:00,23:59:59,2820
7hext-up,00:00:00,23:59:59,2820
7hext-down,00:00:00,23:59:59,2820
d70-up,00:00:00,23:59:59,2820
d70-down,00:00:00,23:59:59,2820
h21-up,00:00:00,23:59:59,2820
h21-down,00:00:00,23:59:59,2820
m18m-up,00:00:00,23:59:59,2820
m18m-down,00:00:00,23:59:59,2820
m46b-up,00:00:00,23:59:59,2820
m46b-down,00:00:00,23:59:59,2820
m51-up,00:00:00,23:59:59,2820
m51-down,00:00:00,23:59:59,2820
70-up,00:00:00,23:59:59,2820
70-down,00:00:00,23:59:59,2820
7e-up,00:00:00,23:59:59,2820
7e-down,00:00:00,23:59:59,2820
b51-up,00:00:00,23:59:59,2820
b51-down,00:00:00,23:59:59,2820
d51-up,00:00:00,23:59:59,2820
d51-down,00:00:00,23:59:59,2820
g18-up,00:00:00,23:59:59,2820
g18-down,00:00:00,23:59:59,2820
m7hext-up,00:00:00,23:59:59,2820
m7hext-down,00:00:00,23:59:59,2820
138a-up,00:00:00,23:59:59,2820
138a-down,00:00:00,23:59:59,2820
s547-up,00:00:00,23:59:59,2880
s547-down,00:00:00,23:59:59,2880
s553-up,00:00:00,23:59:59,2880
s553-down,00:00:00,23:59:59,2880
s596-up,00:00:00,23:59:59,2880
s596-down,00:00:00,23:59:59,2880
sc56c-up,00:00:00,23:59:59,2880
sc56c-down,00:00:00,23:59:59,2880
m40-up,00:00:00,23:59:59,2880
m40-down,00:00:00,23:59:59,2880
m62-up,00:00:00,23:59:59,3000
m62-down,00:00:00,23:59:59,3000
m70d-up,00:00:00,23:59:59,3000
m70d-down,00:00:00,23:59:59,3000
m80-up,00:00:00,23:59:59,3000
m80-down,00:00:00,23:59:59,3000
s41d-up,00:00:00,23:59:59,3000
s41d-down,00:00:00,23:59:59,3000
s56p-up,00:00:00,23:59:59,3000
s56p-down,00:00:00,23:59:59,3000
21g-up,00:00:00,23:59:59,3000
21g-down,00:00:00,23:59:59,3000
254-up,00:00:00,23:59:59,3000
254-down,00:00:00,23:59:59,3000
41dex-up,00:00:00,23:59:59,3000
41dex-down,00:00:00,23:59:59,3000
m52c-up,00:00:00,23:59:59,3000
m52c-down,00:00:00,23:59:59,3000
m54c-up,00:00:00,23:59:59,3000
m54c-down,00:00:00,23:59:59,3000
46-up,00:00:00,23:59:59,3000
46-down,00:00:00,23:59:59,3000
a47-up,00:00:00,23:59:59,3000
a47-down,00:00:00,23:59:59,3000
m121g-up,00:00:00,23:59:59,3000
m121g-down,00:00:00,23:59:59,3000
m19d-up,00:00:00,23:59:59,3000
m19d-down,00:00:00,23:59:59,3000
m20p-up,00:00:00,23:59:59,3000
m20p-down,00:00:00,23:59:59,3000
m29k-up,00:00:00,23:59:59,3000
m29k-down,00:00:00,23:59:59,3000
m33a-up,00:00:00,23:59:59,3000
m33a-down,00:00:00,23:59:59,3000
m4-up,00:00:00,23:59:59,3000
m4-down,00:00:00,23:59:59,3000
m52b-up,00:00:00,23:59:59,3000
m52b-down,00:00:00,23:59:59,3000
m53k-up,00:00:00,23:59:59,3000
m53k-down,00:00:00,23:59:59,3000
m55d-up,00:00:00,23:59:59,3000
m55d-down,00:00:00,23:59:59,3000
s21l-up,00:00:00,23:59:59,3000
s21l-down,00:00:00,23:59:59,3000
s254-up,00:00:00,23:59:59,3000
s254-down,00:00:00,23:59:59,3000
s582-up,00:00:00,23:59:59,3000
s582-down,00:00:00,23:59:59,3000
wa1-up,00:00:00,23:59:59,3000
wa1-down,00:00:00,23:59:59,3000
21l-up,00:00:00,23:59:59,3000
21l-down,00:00:00,23:59:59,3000
254-up,00:00:00,23:59:59,3000
254-down,00:00:00,23:59:59,3000
121g-up,00:00:00,23:59:59,3000
121g-down,00:00:00,23:59:59,3000
15bx-up,00:00:00,23:59:59,3000
15bx-down,00:00:00,23:59:59,3000
19d-up,00:00:00,23:59:59,3000
19d-down,00:00:00,23:59:59,3000
29k-up,00:00:00,23:59:59,3000
29k-down,00:00:00,23:59:59,3000
53k-up,00:00:00,23:59:59,3000
53k-down,00:00:00,23:59:59,3000
54c-up,00:00:00,23:59:59,3000
54c-down,00:00:00,23:59:59,3000
55d-up,00:00:00,23:59:59,3000
55d-down,00:00:00,23:59:59,3000
80-up,00:00:00,23:59:59,3000
80-down,00:00:00,23:59:59,3000
s37d-up,00:00:00,23:59:59,3000
s37d-down,00:00:00,23:59:59,3000
s88-up,00:00:00,23:59:59,3000
s88-down,00:00:00,23:59:59,3000
37d-up,00:00:00,23:59:59,3000
37d-down,00:00:00,23:59:59,3000
s502-up,00:00:00,23:59:59,3180
s502-down,00:00:00,23:59:59,3180
m159e-up,00:00:00,23:59:59,3180
m159e-down,00:00:00,23:59:59,3180
s557-up,00:00:00,23:59:59,3180
s557-down,00:00:00,23:59:59,3180
a18-up,00:00:00,23:59:59,3240
a18-down,00:00:00,23:59:59,3240
23c-up,00:00:00,23:59:59,3240
23c-down,00:00:00,23:59:59,3240
m20b-up,00:00:00,23:59:59,3240
m20b-down,00:00:00,23:59:59,3240
22a-up,00:00:00,23:59:59,3240
22a-down,00:00:00,23:59:59,3240
m64p-up,00:00:00,23:59:59,3240
m64p-down,00:00:00,23:59:59,3240
25g-up,00:00:00,23:59:59,3240
25g-down,00:00:00,23:59:59,3240
157-up,00:00:00,23:59:59,3240
157-down,00:00:00,23:59:59,3240
m56k-up,00:00:00,23:59:59,3240
m56k-down,00:00:00,23:59:59,3240
m18b-up,00:00:00,23:59:59,3300
m18b-down,00:00:00,23:59:59,3300
m25a-up,00:00:00,23:59:59,3300
m25a-down,00:00:00,23:59:59,3300
m11a-up,00:00:00,23:59:59,3300
m11a-down,00:00:00,23:59:59,3300
m45aex-up,00:00:00,23:59:59,3300
m45aex-down,00:00:00,23:59:59,3300
m19v-up,00:00:00,23:59:59,3300
m19v-down,00:00:00,23:59:59,3300
m5g-up,00:00:00,23:59:59,3300
m5g-down,00:00:00,23:59:59,3300
m7s-up,00:00:00,23:59:59,3300
m7s-down,00:00:00,23:59:59,3300
s7070a-up,00:00:00,23:59:59,3300
s7070a-down,00:00:00,23:59:59,3300
sa57-up,00:00:00,23:59:59,3300
sa57-down,00:00:00,23:59:59,3300
18b-up,00:00:00,23:59:59,3300
18b-down,00:00:00,23:59:59,3300
19v-up,00:00:00,23:59:59,3300
19v-down,00:00:00,23:59:59,3300
7s-up,00:00:00,23:59:59,3300
7s-down,00:00:00,23:59:59,3300
5g-up,00:00:00,23:59:59,3300
5g-down,00:00:00,23:59:59,3300
pp51-up,00:00:00,23:59:59,3420
pp51-down,00:00:00,23:59:59,3420
s568-up,00:00:00,23:59:59,3420
s568-down,00:00:00,23:59:59,3420
29dext-up,00:00:00,23:59:59,3420
29dext-down,00:00:00,23:59:59,3420
a51-up,00:00:00,23:59:59,3420
a51-down,00:00:00,23:59:59,3420
m70e-up,00:00:00,23:59:59,3420
m70e-down,00:00:00,23:59:59,3420
m7k-up,00:00:00,23:59:59,3600
m7k-down,00:00:00,23:59:59,3600
m89-up,00:00:00,23:59:59,3600
m89-down,00:00:00,23:59:59,3600
s512-up,00:00:00,23:59:59,3600
s512-down,00:00:00,23:59:59,3600
s555-up,00:00:00,23:59:59,3600
s555-down,00:00:00,23:59:59,3600
s563-up,00:00:00,23:59:59,3600
s563-down,00:00:00,23:59:59,3600
s571-up,00:00:00,23:59:59,3600
s571-down,00:00:00,23:59:59,3600
17e-up,00:00:00,23:59:59,3600
17e-down,00:00:00,23:59:59,3600
555-up,00:00:00,23:59:59,3600
555-down,00:00:00,23:59:59,3600
17k-up,00:00:00,23:59:59,3600
17k-down,00:00:00,23:59:59,3600
21e-up,00:00:00,23:59:59,3600
21e-down,00:00:00,23:59:59,3600
5a-up,00:00:00,23:59:59,3600
5a-down,00:00:00,23:59:59,3600
5k-up,00:00:00,23:59:59,3600
5k-down,00:00:00,23:59:59,3600
88cex-up,00:00:00,23:59:59,3600
88cex-down,00:00:00,23:59:59,3600
1d-up,00:00:00,23:59:59,3600
1d-down,00:00:00,23:59:59,3600
m17mex-up,00:00:00,23:59:59,3600
m17mex-down,00:00:00,23:59:59,3600
m52ext-up,00:00:00,23:59:59,3600
m52ext-down,00:00:00,23:59:59,3600
121a-up,00:00:00,23:59:59,3600
121a-down,00:00:00,23:59:59,3600
17b-up,00:00:00,23:59:59,3600
17b-down,00:00:00,23:59:59,3600
38c-up,00:00:00,23:59:59,3600
38c-down,00:00:00,23:59:59,3600
m20eex-up,00:00:00,23:59:59,3600
m20eex-down,00:00:00,23:59:59,3600
m55c-up,00:00:00,23:59:59,3600
m55c-down,00:00:00,23:59:59,3600
17mex-up,00:00:00,23:59:59,3600
17mex-down,00:00:00,23:59:59,3600
53e-up,00:00:00,23:59:59,3600
53e-down,00:00:00,23:59:59,3600
55c-up,00:00:00,23:59:59,3600
55c-down,00:00:00,23:59:59,3600
88cex-up,00:00:00,23:59:59,3600
88cex-down,00:00:00,23:59:59,3600
512-up,00:00:00,23:59:59,3600
512-down,00:00:00,23:59:59,3600
54l-up,00:00:00,23:59:59,3600
54l-down,00:00:00,23:59:59,3600
s19g-up,00:00:00,23:59:59,3840
s19g-down,00:00:00,23:59:59,3840
m65e-up,00:00:00,23:59:59,3900
m65e-down,00:00:00,23:59:59,3900
m88d-up,00:00:00,23:59:59,3900
m88d-down,00:00:00,23:59:59,3900
s12g-up,00:00:00,23:59:59,3900
s12g-down,00:00:00,23:59:59,3900
s32a-up,00:00:00,23:59:59,3900
s32a-down,00:00:00,23:59:59,3900
28c-up,00:00:00,23:59:59,3900
28c-down,00:00:00,23:59:59,3900
5a-up,00:00:00,23:59:59,3900
5a-down,00:00:00,23:59:59,3900
m152n-up,00:00:00,23:59:59,3900
m152n-down,00:00:00,23:59:59,3900
m154b-up,00:00:00,23:59:59,3900
m154b-down,00:00:00,23:59:59,3900
m29aex-up,00:00:00,23:59:59,3900
m29aex-down,00:00:00,23:59:59,3900
m29axt-up,00:00:00,23:59:59,3900
m29axt-down,00:00:00,23:59:59,3900
m42c-up,00:00:00,23:59:59,3900
m42c-down,00:00:00,23:59:59,3900
159d-up,00:00:00,23:59:59,3900
159d-down,00:00:00,23:59:59,3900
17a-up,00:00:00,23:59:59,3900
17a-down,00:00:00,23:59:59,3900
n45b-up,00:00:00,23:59:59,3900
n45b-down,00:00:00,23:59:59,3900
m12bet-up,00:00:00,23:59:59,3900
m12bet-down,00:00:00,23:59:59,3900
m170b-up,00:00:00,23:59:59,3900
m170b-down,00:00:00,23:59:59,3900
m51k-up,00:00:00,23:59:59,3900
m51k-down,00:00:00,23:59:59,3900
m51p-up,00:00:00,23:59:59,3900
m51p-down,00:00:00,23:59:59,3900
m54e-up,00:00:00,23:59:59,3900
m54e-down,00:00:00,23:59:59,3900
m154-up,00:00:00,23:59:59,3900
m154-down,00:00:00,23:59:59,3900
s46g-up,00:00:00,23:59:59,3900
s46g-down,00:00:00,23:59:59,3900
s583c-up,00:00:00,23:59:59,3900
s583c-down,00:00:00,23:59:59,3900
12bet-up,00:00:00,23:59:59,3900
12bet-down,00:00:00,23:59:59,3900
154-up,00:00:00,23:59:59,3900
154-down,00:00:00,23:59:59,3900
51k-up,00:00:00,23:59:59,3900
51k-down,00:00:00,23:59:59,3900
88d-up,00:00:00,23:59:59,3900
88d-down,00:00:00,23:59:59,3900
m159d-up,00:00:00,23:59:59,3900
m159d-down,00:00:00,23:59:59,3900
m17a-up,00:00:00,23:59:59,3900
m17a-down,00:00:00,23:59:59,3900
49a-up,00:00:00,23:59:59,3900
49a-down,00:00:00,23:59:59,3900
101-up,00:00:00,23:59:59,4020
101-down,00:00:00,23:59:59,4020
29l-up,00:00:00,23:59:59,4020
29l-down,00:00:00,23:59:59,4020
41d-up,00:00:00,23:59:59,4020
41d-down,00:00:00,23:59:59,4020
d41-up,00:00:00,23:59:59,4020
d41-down,00:00:00,23:59:59,4020
1d-up,00:00:00,23:59:59,4020
1d-down,00:00:00,23:59:59,4020
578a-up,00:00:00,23:59:59,4020
578a-down,00:00:00,23:59:59,4020
5t-up,00:00:00,23:59:59,4080
5t-down,00:00:00,23:59:59,4080
m5ecut-up,00:00:00,23:59:59,4200
m5ecut-down,00:00:00,23:59:59,4200
s170c-up,00:00:00,23:59:59,4200
s170c-down,00:00:00,23:59:59,4200
s54f-up,00:00:00,23:59:59,4200
s54f-down,00:00:00,23:59:59,4200
sm15ex-up,00:00:00,23:59:59,4200
sm15ex-down,00:00:00,23:59:59,4200
w29c-up,00:00:00,23:59:59,4200
w29c-down,00:00:00,23:59:59,4200
wd70-up,00:00:00,23:59:59,4200
wd70-down,00:00:00,23:59:59,4200
29c-up,00:00:00,23:59:59,4200
29c-down,00:00:00,23:59:59,4200
505a-up,00:00:00,23:59:59,4200
505a-down,00:00:00,23:59:59,4200
18a-up,00:00:00,23:59:59,4200
18a-down,00:00:00,23:59:59,4200
18p-up,00:00:00,23:59:59,4200
18p-down,00:00:00,23:59:59,4200
11aex-up,00:00:00,23:59:59,4200
11aex-down,00:00:00,23:59:59,4200
21lex-up,00:00:00,23:59:59,4200
21lex-down,00:00:00,23:59:59,4200
41c-up,00:00:00,23:59:59,4200
41c-down,00:00:00,23:59:59,4200
